train_smiles,test_smiles
[H:19][C:1](=[O:2])[C@:3]1([C@:12]([C@:11]2([C@:6]([C:5]1([H:22])[H:23])([C@@:7]([N:9]([C:10]2([H:30])[H:31])[H:29])([H:25])[C:8]([H:26])([H:27])[H:28])[H:24])[H:32])([H:33])[C:13]([H:34])([H:35])[C:14]([H:36])([H:37])[C:15]([H:38])([H:39])[B:16]([O:17][H:40])[O:18][H:41])[N:4]([H:20])[H:21],[H:19][C:1](=[O:2])[C@:3]1([C@:12]([C@:11]2([C@@:6]([C:5]1([H:22])[H:23])([C@:7]([N:9]([C:10]2([H:30])[H:31])[H:29])([H:25])[C:8]([H:26])([H:27])[H:28])[H:24])[H:32])([H:33])[C:13]([H:34])([H:35])[C:14]([H:36])([H:37])[C:15]([H:38])([H:39])[B:16]([O:17][H:40])[O:18][H:41])[N:4]([H:20])[H:21]
[H:21][C:6]1=[C:7]([N:8]([C:9](=[C:5]1[C:4]([H:19])([H:20])[C:2]([C:11](=[O:12])[H:27])([C:1]([H:13])([H:14])[H:15])[C:3]([H:16])([H:17])[H:18])[H:23])[C:10]([H:24])([H:25])[H:26])[H:22],[H:21][C:6]1=[C:7]([N:8]([C:9](=[C:5]1[C:4]([H:19])([H:20])[C:2]([C:11](=[O:12])[H:27])([C:1]([H:13])([H:14])[H:15])[C:3]([H:16])([H:17])[H:18])[H:23])[C:10]([H:24])([H:25])[H:26])[H:22]
[H:14][C:1]([H:15])([H:16])[C:2]([H:17])([H:18])[C:3]([H:19])([H:20])[Si:4]([C:5]([H:21])([H:22])[H:23])([O:6][C:7]([H:24])([H:25])[C:8]([H:26])([H:27])[N:9]([H:28])[H:29])[O:10][C:11]([H:30])([H:31])[C:12]([H:32])([H:33])[N:13]([H:34])[H:35],[H:14][C:1]([H:15])([H:16])[C:2]([H:17])([H:18])[C:3]([H:19])([H:20])[Si:4]([C:5]([H:21])([H:22])[H:23])([O:6][C:7]([H:24])([H:25])[C:8]([H:26])([H:27])[N:9]([H:28])[H:29])[O:10][C:11]([H:30])([H:31])[C:12]([H:32])([H:33])[N:13]([H:34])[H:35]
[H:18][c:7]1[c:8]([c:9]([n:10][c:5]([c:6]1[H:17])[C:2]([C:3](=[O:4])[H:16])([C:1]([H:13])([H:14])[H:15])[N:11]([H:21])[C:12]([H:22])([H:23])[H:24])[H:20])[H:19],[H:18][c:7]1[c:8]([c:9]([n:10][c:5]([c:6]1[H:17])[C:2]([C:3](=[O:4])[H:16])([C:1]([H:13])([H:14])[H:15])[N:11]([H:21])[C:12]([H:22])([H:23])[H:24])[H:20])[H:19]
[H:28][C:9]1=[C:8]([O:12][N:11]=[C:10]1[H:29])[C:5]([H:22])([C:6]([H:23])([H:24])[C:7]([H:25])([H:26])[H:27])[C:4]([H:20])([H:21])[C:3]([H:18])([H:19])[C:2]([H:16])([H:17])[C:1]([H:13])([H:14])[H:15],[H:28][C:9]1=[C:8]([O:12][N:11]=[C:10]1[H:29])[C:5]([H:22])([C:6]([H:23])([H:24])[C:7]([H:25])([H:26])[H:27])[C:4]([H:20])([H:21])[C:3]([H:18])([H:19])[C:2]([H:16])([H:17])[C:1]([H:13])([H:14])[H:15]
[C:1]([C@:2]([C:3]([N+:4]([H:17])([H:18])[H:19])([H:15])[H:16])([C:5]1=[C:6]([H:20])[C:7]([H:21])=[C:8]([I:9])[S:10]1)[H:14])([H:11])([H:12])[H:13],[C:1]([C@@:2]([C:3]([N+:4]([H:17])([H:18])[H:19])([H:15])[H:16])([C:5]1=[C:6]([H:20])[C:7]([H:21])=[C:8]([I:9])[S:10]1)[H:14])([H:11])([H:12])[H:13]
[H:17][C:5]1=[C:6]([S:7][C:8](=[C:4]1[C:3]([H:15])([H:16])[C@:2]([H:14])([B:9]([O:10][H:20])[O:11][H:21])[N:1]([H:12])[H:13])[H:19])[H:18],[H:17][C:5]1=[C:6]([S:7][C:8](=[C:4]1[C:3]([H:15])([H:16])[C@@:2]([H:14])([B:9]([O:10][H:20])[O:11][H:21])[N:1]([H:12])[H:13])[H:19])[H:18]
[H:12][C:1]([H:13])([H:14])[C:2]([H:15])([C:3]1=[C:4]([C:5](=[C:6]([O:7]1)[O:8][H:16])[O:9][H:17])[O:10][H:18])[O:11][H:19],[H:12][C:1]([H:13])([H:14])[C:2]([H:15])([C:3]1=[C:4]([C:5](=[C:6]([O:7]1)[O:8][H:16])[O:9][H:17])[O:10][H:18])[O:11][H:19]
[H:19][c:6]1[c:5]([c:4]([c:9]([c:8]([c:7]1[H:20])[S:10][C:11]([H:22])([H:23])[H:24])[H:21])[C:3]([H:16])([H:17])[N:2]([H:15])[C:1]([H:12])([H:13])[H:14])[H:18],[H:19][c:6]1[c:5]([c:4]([c:9]([c:8]([c:7]1[H:20])[S:10][C:11]([H:22])([H:23])[H:24])[H:21])[C:3]([H:16])([H:17])[N:2]([H:15])[C:1]([H:12])([H:13])[H:14])[H:18]
[H:8][C:1]([H:9])([C:2]([H:10])([C:3](=[O:4])[N:5]([H:11])[H:12])[O:6][H:13])[N+:7]([H:14])([H:15])[H:16],[H:8][C:1]([H:9])([C:2]([H:10])([C:3](=[O:4])[N:5]([H:11])[H:12])[O:6][H:13])[N+:7]([H:14])([H:15])[H:16]
[H:10][C:1]1([C:2]([C:3]([C:4]([O:5]1)([H:14])[C:6]([H:15])([H:16])[S:7][H:17])([H:13])[O:8][H:18])([H:12])[F:9])[H:11],[H:10][C:1]1([C:2]([C:3]([C:4]([O:5]1)([H:14])[C:6]([H:15])([H:16])[S:7][H:17])([H:13])[O:8][H:18])([H:12])[F:9])[H:11]
[H:13][C:1]1=[C:2]([N:3]([C:4](=[C:5]1[C:6]([H:17])([H:18])[N+:7]2([C:8]([C:9]([N:10]([C:11]([C:12]2([H:27])[H:28])([H:25])[H:26])[H:24])([H:22])[H:23])([H:20])[H:21])[H:19])[H:16])[H:15])[H:14],[H:13][C:1]1=[C:2]([N:3]([C:4](=[C:5]1[C:6]([H:17])([H:18])[N+:7]2([C:8]([C:9]([N:10]([C:11]([C:12]2([H:27])[H:28])([H:25])[H:26])[H:24])([H:22])[H:23])([H:20])[H:21])[H:19])[H:16])[H:15])[H:14]
[H:13][C:1]1([C:2]([N+:3](=[C:4]([C:5](=[O:6])[O:7]1)[N:8]([H:16])[H:17])[H:15])([C:9]([H:18])([H:19])[O:10][H:20])[C:11]([H:21])([H:22])[O:12][H:23])[H:14],[H:13][C:1]1([C:2]([N+:3](=[C:4]([C:5](=[O:6])[O:7]1)[N:8]([H:16])[H:17])[H:15])([C:9]([H:18])([H:19])[O:10][H:20])[C:11]([H:21])([H:22])[O:12][H:23])[H:14]
[H:11][C:1]([H:12])([H:13])[C:2]([H:14])([H:15])[C:3]([C:4]([H:16])([H:17])[C:5]([H:18])([H:19])[H:20])([C:6]([H:21])([H:22])[C:7]([H:23])([H:24])[O:8][H:25])[C:9]([H:26])([H:27])[N+:10]([H:28])([H:29])[H:30],[H:11][C:1]([H:12])([H:13])[C:2]([H:14])([H:15])[C:3]([C:4]([H:16])([H:17])[C:5]([H:18])([H:19])[H:20])([C:6]([H:21])([H:22])[C:7]([H:23])([H:24])[O:8][H:25])[C:9]([H:26])([H:27])[N+:10]([H:28])([H:29])[H:30]
[H:28][C:10](=[O:11])[C:9]([H:26])([H:27])[S:8][C:7]([H:24])([H:25])[C:6]([H:22])([H:23])[N:3]([C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14])[C:4]([H:17])([H:18])[C:5]([H:19])([H:20])[H:21],[H:28][C:10](=[O:11])[C:9]([H:26])([H:27])[S:8][C:7]([H:24])([H:25])[C:6]([H:22])([H:23])[N:3]([C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14])[C:4]([H:17])([H:18])[C:5]([H:19])([H:20])[H:21]
[N+:1]([C@@:2]1([H:16])[C:3](=[O:4])[C@:5]([O:6][H:18])([H:17])[C:7]2=[C:8]([H:19])[S:9][C:10]([I:11])=[C:12]12)([H:13])([H:14])[H:15],[N+:1]([C@:2]1([H:16])[C:3](=[O:4])[C@:5]([O:6][H:18])([H:17])[C:7]2=[C:8]([H:19])[S:9][C:10]([I:11])=[C:12]12)([H:13])([H:14])[H:15]
[H:17][C:1](=[O:2])[C@:3]1([C@:15]([C@@:13]([C@:11]([C@@:5]([O:4]1)([H:19])[O:6][Si:7]([C:8]([H:20])([H:21])[H:22])([O:9][H:23])[O:10][H:24])([H:25])[O:12][H:26])([H:27])[O:14][H:28])([H:29])[O:16][H:30])[H:18],[H:17][C:1](=[O:2])[C@:3]1([C@@:15]([C@:13]([C@:11]([C@:5]([O:4]1)([H:19])[O:6][Si:7]([C:8]([H:20])([H:21])[H:22])([O:9][H:23])[O:10][H:24])([H:25])[O:12][H:26])([H:27])[O:14][H:28])([H:29])[O:16][H:30])[H:18]
[H:23][C:11](=[O:12])[C:10]([H:21])([H:22])[S:9][C:5](=[N:4][C:2]([H:16])([C:1]([H:13])([H:14])[H:15])[C:3]([H:17])([H:18])[H:19])[N:6]([H:20])[C:7]#[N:8],[H:23][C:11](=[O:12])[C:10]([H:21])([H:22])[S:9][C:5](=[N:4][C:2]([H:16])([C:1]([H:13])([H:14])[H:15])[C:3]([H:17])([H:18])[H:19])[N:6]([H:20])[C:7]#[N:8]
[H:13][c:1]1[c:2]([c:3]([c:4]([c:5]([c:6]1[H:16])[N:7]([H:17])[C:8](=[O:9])[N:10]([H:18])[H:19])[H:15])[C:11]([H:20])([H:21])[N:12]([H:22])[H:23])[H:14],[H:13][c:1]1[c:2]([c:3]([c:4]([c:5]([c:6]1[H:16])[N:7]([H:17])[C:8](=[O:9])[N:10]([H:18])[H:19])[H:15])[C:11]([H:20])([H:21])[N:12]([H:22])[H:23])[H:14]
[H:16][c:5]1[c:6]([c:7]([c:8]([c:9]([c:4]1[C:3]([H:15])([C:2](=[C:1]([H:12])[H:13])[H:14])[O:11][H:21])[H:19])[H:18])[O:10][H:20])[H:17],[H:16][c:5]1[c:6]([c:7]([c:8]([c:9]([c:4]1[C:3]([H:15])([C:2](=[C:1]([H:12])[H:13])[H:14])[O:11][H:21])[H:19])[H:18])[O:10][H:20])[H:17]
[H:22][c:5]1[c:6]([c:7]([c:13]([c:14]([c:4]1[C:3]([H:20])([H:21])[C@:2]([H:19])([C:15](=[O:16])[H:31])[N:1]([H:17])[H:18])[H:30])[H:29])[O:8][Si:9]([C:10]([H:24])([H:25])[H:26])([O:11][H:27])[O:12][H:28])[H:23],[H:22][c:5]1[c:6]([c:7]([c:13]([c:14]([c:4]1[C:3]([H:20])([H:21])[C@:2]([H:19])([C:15](=[O:16])[H:31])[N:1]([H:17])[H:18])[H:30])[H:29])[O:8][Si:9]([C:10]([H:24])([H:25])[H:26])([O:11][H:27])[O:12][H:28])[H:23]
[H:23][C:6]1([C:7]([C:8]([C:9]([C:10]([C:5]1([H:22])[C:4]([H:20])([H:21])[C:3]([H:18])([H:19])[C:2]([H:16])([H:17])[C:1]([H:13])([H:14])[H:15])([H:30])[H:31])([H:28])[H:29])([H:27])[C:11]([H:32])([H:33])[N+:12]([H:34])([H:35])[H:36])([H:25])[H:26])[H:24],[H:23][C:6]1([C:7]([C:8]([C:9]([C:10]([C:5]1([H:22])[C:4]([H:20])([H:21])[C:3]([H:18])([H:19])[C:2]([H:16])([H:17])[C:1]([H:13])([H:14])[H:15])([H:30])[H:31])([H:28])[H:29])([H:27])[C:11]([H:32])([H:33])[N+:12]([H:34])([H:35])[H:36])([H:25])[H:26])[H:24]
[H:21][C:11](=[O:12])[C:8]1=[N:9][O:10][C:6](=[N:7]1)[C:3]2([C:2]([C:1]([C:5]([N:4]2[H:18])([H:19])[H:20])([H:13])[H:14])([H:15])[H:16])[H:17],[H:21][C:11](=[O:12])[C:8]1=[N:9][O:10][C:6](=[N:7]1)[C:3]2([C:2]([C:1]([C:5]([N:4]2[H:18])([H:19])[H:20])([H:13])[H:14])([H:15])[H:16])[H:17]
[H:20][C:6]1=[C:5]([N:4]([N:8]=[C:7]1[C:9]([H:21])([C:10]([H:22])([H:23])[H:24])[O:11][H:25])[C:3]([H:17])([H:18])[C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14])[H:19],[H:20][C:6]1=[C:5]([N:4]([N:8]=[C:7]1[C:9]([H:21])([C:10]([H:22])([H:23])[H:24])[O:11][H:25])[C:3]([H:17])([H:18])[C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14])[H:19]
[H:10][C:1]1=[C:2]([N:3]([N:4]=[C:5]1[C:6]([H:13])([C:7](=[O:8])[H:14])[O:9][H:15])[H:12])[H:11],[H:10][C:1]1=[C:2]([N:3]([N:4]=[C:5]1[C:6]([H:13])([C:7](=[O:8])[H:14])[O:9][H:15])[H:12])[H:11]
[H:20][C@:6]1([C:4](=[O:5])[N:3]([C@:2]1([H:18])[O:1][H:17])[H:19])[C@:7]([H:21])([C:8]([H:22])([H:23])[H:24])[O:9][Si:10]([C:11]([H:25])([H:26])[H:27])([C:12]([H:28])([H:29])[H:30])[C:13]([C:14]([H:31])([H:32])[H:33])([C:15]([H:34])([H:35])[H:36])[C:16]([H:37])([H:38])[H:39],[H:20][C@:6]1([C:4](=[O:5])[N:3]([C@:2]1([H:18])[O:1][H:17])[H:19])[C@@:7]([H:21])([C:8]([H:22])([H:23])[H:24])[O:9][Si:10]([C:11]([H:25])([H:26])[H:27])([C:12]([H:28])([H:29])[H:30])[C:13]([C:14]([H:31])([H:32])[H:33])([C:15]([H:34])([H:35])[H:36])[C:16]([H:37])([H:38])[H:39]
[H:18][C:11]1=[N:10][N:9]=[C:8]([S:12]1)[S:5](=[O:6])(=[O:7])[C:2]([H:16])([C:3](=[O:4])[H:17])[C:1]([H:13])([H:14])[H:15],[H:18][C:11]1=[N:10][N:9]=[C:8]([S:12]1)[S:5](=[O:6])(=[O:7])[C:2]([H:16])([C:3](=[O:4])[H:17])[C:1]([H:13])([H:14])[H:15]
[N+:1](=[C:2]1[N+:3]([H:14])=[C:4]([I:5])[N:6]([H:15])[C@@:7]2([H:16])[N:8]([H:17])[C:9]([H:18])=[N:10][C@@:11]12[H:19])([H:12])[H:13],[N+:1](=[C:2]1[N+:3]([H:14])=[C:4]([I:5])[N:6]([H:15])[C@:7]2([H:16])[N:8]([H:17])[C:9]([H:18])=[N:10][C@@:11]12[H:19])([H:12])[H:13]
[H:10][C:1]1=[C:5]([N:4]([C:3](=[C:2]1[N:8]([H:16])[O-:9])[H:11])[H:12])[C:6]([H:13])([H:14])[O:7][H:15],[H:10][C:1]1=[C:5]([N:4]([C:3](=[C:2]1[N:8]([H:16])[O-:9])[H:11])[H:12])[C:6]([H:13])([H:14])[O:7][H:15]
[H:13][c:1]1[c:2]([n:3][c:4]([c:5]([c:6]1[C:7]([H:17])([H:18])[C:8]([H:19])([C:9]([H:20])([H:21])[N:10]([H:22])[H:23])[C:11]([H:24])([H:25])[O:12][H:26])[H:16])[H:15])[H:14],[H:13][c:1]1[c:2]([n:3][c:4]([c:5]([c:6]1[C:7]([H:17])([H:18])[C:8]([H:19])([C:9]([H:20])([H:21])[N:10]([H:22])[H:23])[C:11]([H:24])([H:25])[O:12][H:26])[H:16])[H:15])[H:14]
[H:18][C:6](=[O:7])[C:5]([H:16])([H:17])[N:4]([C:3]1([C:1]([C:2]1([H:13])[H:14])([H:11])[H:12])[H:15])[C:8]([H:19])([H:20])[C:9]#[N:10],[H:18][C:6](=[O:7])[C:5]([H:16])([H:17])[N:4]([C:3]1([C:1]([C:2]1([H:13])[H:14])([H:11])[H:12])[H:15])[C:8]([H:19])([H:20])[C:9]#[N:10]
[H:10][C:1]1=[N:5][S:4][C:3](=[C:2]1[C:8]([H:14])([H:15])[O:9][H:16])[C:6]([H:11])([H:12])[O:7][H:13],[H:10][C:1]1=[N:5][S:4][C:3](=[C:2]1[C:8]([H:14])([H:15])[O:9][H:16])[C:6]([H:11])([H:12])[O:7][H:13]
[H:17][C:7]1=[C:6]([N:10]=[N:9][N:8]1[H:18])[C:4](=[O:5])[C:3]([H:16])([O:2][C:1]([H:13])([H:14])[H:15])[O:11][C:12]([H:19])([H:20])[H:21],[H:17][C:7]1=[C:6]([N:10]=[N:9][N:8]1[H:18])[C:4](=[O:5])[C:3]([H:16])([O:2][C:1]([H:13])([H:14])[H:15])[O:11][C:12]([H:19])([H:20])[H:21]
[H:18][C:5]1=[C:4]([N:3]([N:7]=[C:6]1[N:8]([H:19])[C:9](=[N:10][H:20])[N:11]([H:21])[H:22])[C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14])[H:17],[H:18][C:5]1=[C:4]([N:3]([N:7]=[C:6]1[N:8]([H:19])[C:9](=[N:10][H:20])[N:11]([H:21])[H:22])[C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14])[H:17]
[H:25][C:9](=[O:10])[C:8]([H:23])([H:24])[N:7]1[C:2]([C:3]([N+:4]([C:5]([C:6]1([H:22])[C:11]([H:26])([H:27])[H:28])([H:20])[H:21])([H:18])[H:19])([H:16])[H:17])([H:15])[C:1]([H:12])([H:13])[H:14],[H:25][C:9](=[O:10])[C:8]([H:23])([H:24])[N:7]1[C:2]([C:3]([N+:4]([C:5]([C:6]1([H:22])[C:11]([H:26])([H:27])[H:28])([H:20])[H:21])([H:18])[H:19])([H:16])[H:17])([H:15])[C:1]([H:12])([H:13])[H:14]
[H:14][C:3]1=[N:4][N:5]=[C:6]([N:2]1[C:1]([H:11])([H:12])[H:13])[C:7]([H:15])([H:16])[C:8]([H:17])([H:18])[C:9]([H:19])([H:20])[N+:10]([H:21])([H:22])[H:23],[H:14][C:3]1=[N:4][N:5]=[C:6]([N:2]1[C:1]([H:11])([H:12])[H:13])[C:7]([H:15])([H:16])[C:8]([H:17])([H:18])[C:9]([H:19])([H:20])[N+:10]([H:21])([H:22])[H:23]
[C:1](/[C:2](=[C:3](\[I:4])[H:9])[H:8])([H:5])([H:6])[H:7],[C:1](/[C:2](=[C:3](/[I:4])[H:9])[H:8])([H:5])([H:6])[H:7]
[H:13][C:1]1([C:2]([N+:3]([C:4]([C:5]1([H:20])[C:6]([H:21])([H:22])[N:7]([H:23])[H:24])([H:18])[H:19])([H:17])[C:8]([H:25])([C:9]([H:26])([H:27])[O:10][H:28])[C:11]([H:29])([H:30])[O:12][H:31])([H:15])[H:16])[H:14],[H:13][C:1]1([C:2]([N+:3]([C:4]([C:5]1([H:20])[C:6]([H:21])([H:22])[N:7]([H:23])[H:24])([H:18])[H:19])([H:17])[C:8]([H:25])([C:9]([H:26])([H:27])[O:10][H:28])[C:11]([H:29])([H:30])[O:12][H:31])([H:15])[H:16])[H:14]
[H:25][C:9]1([C:10]([N:11]([C:7](=[N+:6]([H:23])[C:5]([H:21])([H:22])[C:4]([H:19])([H:20])[C:3]([H:17])([H:18])[C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14])[N:8]1[H:24])[H:29])([H:27])[H:28])[H:26],[H:25][C:9]1([C:10]([N:11]([C:7](=[N+:6]([H:23])[C:5]([H:21])([H:22])[C:4]([H:19])([H:20])[C:3]([H:17])([H:18])[C:2]([H:15])([H:16])[C:1]([H:12])([H:13])[H:14])[N:8]1[H:24])[H:29])([H:27])[H:28])[H:26]
[H:24][C:8]1([C:7]([C:6]([C:5]([C:10]([C:9]1([H:26])[H:27])([H:28])[H:29])([H:19])[C:4]([H:17])([H:18])[C:3]([H:15])([H:16])[N:2]([H:14])[C:1]([H:11])([H:12])[H:13])([H:20])[H:21])([H:22])[H:23])[H:25],[H:24][C:8]1([C:7]([C:6]([C:5]([C:10]([C:9]1([H:26])[H:27])([H:28])[H:29])([H:19])[C:4]([H:17])([H:18])[C:3]([H:15])([H:16])[N:2]([H:14])[C:1]([H:11])([H:12])[H:13])([H:20])[H:21])([H:22])[H:23])[H:25]
[H:13][C:1]1=[C:5]([S:4][C:3](=[C:2]1[H:14])[C:6]2([N:7]=[C:8]([C:9]([O:10]2)([H:17])[H:18])[C:11]([H:19])([H:20])[N:12]([H:21])[H:22])[H:16])[H:15],[H:13][C:1]1=[C:5]([S:4][C:3](=[C:2]1[H:14])[C:6]2([N:7]=[C:8]([C:9]([O:10]2)([H:17])[H:18])[C:11]([H:19])([H:20])[N:12]([H:21])[H:22])[H:16])[H:15]
[H:18][C@@:2]1([C:3]([N:4]2[C:14]([C@:12]([O:11][Si:8]([O:10]1)([O:7][C:6]([C:5]2([H:21])[H:22])([H:23])[H:24])[C:9]([H:25])([H:26])[H:27])([H:28])[C:13]([H:29])([H:30])[H:31])([H:32])[H:33])([H:19])[H:20])[C:1]([H:15])([H:16])[H:17],[H:28][C@@:12]1([C:14]([N:4]2[C:3]([C@@:2]([O:10][Si:8]([O:11]1)([O:7][C:6]([C:5]2([H:21])[H:22])([H:23])[H:24])[C:9]([H:25])([H:26])[H:27])([H:18])[C:1]([H:15])([H:16])[H:17])([H:19])[H:20])([H:32])[H:33])[C:13]([H:29])([H:30])[H:31]
[H:17][C:1](=[O:2])[C@:3]1([C@:15]([C@@:13]([C@@:11]([C@:5]([O:4]1)([H:19])[O:6][Si:7]([C:8]([H:20])([H:21])[H:22])([O:9][H:23])[O:10][H:24])([H:25])[O:12][H:26])([H:27])[O:14][H:28])([H:29])[O:16][H:30])[H:18],[H:17][C:1](=[O:2])[C@:3]1([C@@:15]([C@:13]([C@:11]([C@:5]([O:4]1)([H:19])[O:6][Si:7]([C:8]([H:20])([H:21])[H:22])([O:9][H:23])[O:10][H:24])([H:25])[O:12][H:26])([H:27])[O:14][H:28])([H:29])[O:16][H:30])[H:18]
[N:1](=[C:2]1\[C:3](=[O:4])[O:5][C:6]([H:10])([H:11])[C@@:7]1([I:8])[H:12])\[H:9],[N:1](=[C:2]1/[C:3](=[O:4])[O:5][C:6]([H:10])([H:11])[C@@:7]1([I:8])[H:12])\[H:9]
[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@:4]([I:5])([N:6]=[O:7])[H:15])[H:11])([H:8])([H:9])[H:10],[C:1]([C:2]([C:3]([H:12])([H:13])[H:14])([C@@:4]([I:5])([N:6]=[O:7])[H:15])[H:11])([H:8])([H:9])[H:10]
[H:13][C:1]1([C:2]([O:3][C:4]([C:5]1([H:18])[S:6][S:7][C:8]([H:19])([H:20])[C:9]([H:21])([H:22])[N+:10]([H:23])([H:24])[H:25])([H:17])[C:11]([H:26])([H:27])[O:12][H:28])([H:15])[H:16])[H:14],[H:13][C:1]1([C:2]([O:3][C:4]([C:5]1([H:18])[S:6][S:7][C:8]([H:19])([H:20])[C:9]([H:21])([H:22])[N+:10]([H:23])([H:24])[H:25])([H:17])[C:11]([H:26])([H:27])[O:12][H:28])([H:15])[H:16])[H:14]
[H:19][C:1](=[O:2])[C@@:3]1([C@:12]([C@:11]2([C@:6]([C:5]1([H:22])[H:23])([C@:7]([N:9]([C:10]2([H:30])[H:31])[H:29])([H:25])[C:8]([H:26])([H:27])[H:28])[H:24])[H:32])([H:33])[C:13]([H:34])([H:35])[C:14]([H:36])([H:37])[C:15]([H:38])([H:39])[B:16]([O:17][H:40])[O:18][H:41])[N:4]([H:20])[H:21],[H:19][C:1](=[O:2])[C@:3]1([C@:12]([C@:11]2([C@@:6]([C:5]1([H:22])[H:23])([C@:7]([N:9]([C:10]2([H:30])[H:31])[H:29])([H:25])[C:8]([H:26])([H:27])[H:28])[H:24])[H:32])([H:33])[C:13]([H:34])([H:35])[C:14]([H:36])([H:37])[C:15]([H:38])([H:39])[B:16]([O:17][H:40])[O:18][H:41])[N:4]([H:20])[H:21]
[O:1]=[C:2]([O-:3])[C@:4]1([H:12])[N:5]([H:13])[C:6]([H:14])([H:15])[C@@:7]2([H:16])[C@:8]1([H:17])[C:9]2([I:10])[I:11],[O:1]=[C:2]([O-:3])[C@:4]1([H:12])[N:5]([H:13])[C:6]([H:14])([H:15])[C@:7]2([H:16])[C@@:8]1([H:17])[C:9]2([I:10])[I:11]
[H:31][c:10]1[c:11]([c:12]([c:14]([c:15]([c:9]1[C@@:2]([C:1]([H:16])([H:17])[H:18])([C:4]([H:20])([H:21])[Si:5]([C:6]([H:22])([H:23])[H:24])([C:7]([H:25])([H:26])[H:27])[C:8]([H:28])([H:29])[H:30])[O:3][H:19])[H:34])[H:33])[F:13])[H:32],[H:31][c:10]1[c:11]([c:12]([c:14]([c:15]([c:9]1[C@@:2]([C:1]([H:16])([H:17])[H:18])([C:4]([H:20])([H:21])[Si:5]([C:6]([H:22])([H:23])[H:24])([C:7]([H:25])([H:26])[H:27])[C:8]([H:28])([H:29])[H:30])[O:3][H:19])[H:34])[H:33])[F:13])[H:32]
[H:12][C:1]([H:13])([H:14])[C:2]([H:15])([H:16])[C:3]([C:5]1=[N:9][N:8]=[N:7][N-:6]1)([C:4]([H:17])([H:18])[H:19])[N+:10]([H:20])([H:21])[C:11]([H:22])([H:23])[H:24],[H:12][C:1]([H:13])([H:14])[C:2]([H:15])([H:16])[C:3]([C:5]1=[N:9][N:8]=[N:7][N-:6]1)([C:4]([H:17])([H:18])[H:19])[N+:10]([H:20])([H:21])[C:11]([H:22])([H:23])[H:24]
[H:15][C:6]([H:16])([H:17])[C:4](=[O:5])[C:3]([H:13])([H:14])[C:2]([H:12])([C:1]([H:9])([H:10])[H:11])[N:7]=[N:8][H:18],[H:15][C:6]([H:16])([H:17])[C:4](=[O:5])[C:3]([H:13])([H:14])[C:2]([H:12])([C:1]([H:9])([H:10])[H:11])[N:7]=[N:8][H:18]
[H:25][C:7]1([C:8]([C:9]([C:10]([C:5]([C:6]1([H:23])[H:24])([H:22])[C:4]([H:20])([H:21])[N+:2]([H:16])([C:1]([H:13])([H:14])[H:15])[C:3]([H:17])([H:18])[H:19])([H:31])[N:11]=[O:12])([H:29])[H:30])([H:27])[H:28])[H:26],[H:25][C:7]1([C:8]([C:9]([C:10]([C:5]([C:6]1([H:23])[H:24])([H:22])[C:4]([H:20])([H:21])[N+:2]([H:16])([C:1]([H:13])([H:14])[H:15])[C:3]([H:17])([H:18])[H:19])([H:31])[N:11]=[O:12])([H:29])[H:30])([H:27])[H:28])[H:26]
[H:15][C:4]1=[C:5]([N+:6](=[C:2]([N:3]1[H:14])[C:1]([H:11])([H:12])[H:13])[H:16])[C:7]([H:17])([H:18])[C:8]([H:19])([H:20])[N+:9]([H:21])([H:22])[C:10]([H:23])([H:24])[H:25],[H:15][C:4]1=[C:5]([N+:6](=[C:2]([N:3]1[H:14])[C:1]([H:11])([H:12])[H:13])[H:16])[C:7]([H:17])([H:18])[C:8]([H:19])([H:20])[N+:9]([H:21])([H:22])[C:10]([H:23])([H:24])[H:25]
[H:10][C:1]([H:11])([H:12])[C:2]([H:13])([H:14])[C:3]([C:4]([H:15])([H:16])[H:17])([C:5]([H:18])([H:19])[C:6]([H:20])([H:21])[C:7]([H:22])([H:23])[O:8][H:24])[O:9][H:25],[H:10][C:1]([H:11])([H:12])[C:2]([H:13])([H:14])[C:3]([C:4]([H:15])([H:16])[H:17])([C:5]([H:18])([H:19])[C:6]([H:20])([H:21])[C:7]([H:22])([H:23])[O:8][H:24])[O:9][H:25]
[H:13][c:1]1[c:2]([c:3]([c:4]([n:5][c:6]1[H:16])[H:15])[S:7][C:8]2=[C:9]([C:10](=[C:11]([S:12]2)[H:19])[H:18])[H:17])[H:14],[H:13][c:1]1[c:2]([c:3]([c:4]([n:5][c:6]1[H:16])[H:15])[S:7][C:8]2=[C:9]([C:10](=[C:11]([S:12]2)[H:19])[H:18])[H:17])[H:14]
